"Artist" "Track" "Album" "danceability" "energy" "loudness" "speechiness" "acousticness" "instrumentalness" "liveness" "tempo" "length" "time_signature" "A" "B" "C" "D" "AnB" "AnC" "AnD" "BnC" "BnD" "CnD" "AnBnC" "AnBnD" "AnCnD" "BnCnD" "AnBnCnD"
"3532" "Kendrick Lamar" "Purple Hearts" "Mr. Morale & The Big Steppers" 0.567 0.824 -6.973 0.296 0.167 2.65e-06 0.149 138.202 329295 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3533" "Mr. Scruff" "Blackpool Roll" "Keep It Unreal (10th Anniversary Analogue Remaster Edition)" 0.77 0.847 -8.875 0.14 0.0108 0.914 0.126 201.365 287394 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3534" "Duke Ellington" "In A Sentimental Mood" "Duke Ellington & John Coltrane" 0.464 0.305 -12.435 0.0316 0.936 0.0846 0.208 108.229 255227 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3535" "Howard Shore" "Dreaming Of Bag End" "The Hobbit: An Unexpected Journey Original Motion Picture Soundtrack (International Version)" 0.195 0.124 -19.457 0.0395 0.732 0.896 0.15 95.319 109907 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3536" "Wolfgang Amadeus Mozart" "Piano Concerto No. 27 in B-Flat Major, K. 595: 3. Allegro - Live" "Mozart: Piano Concertos No. 20 in D Minor, K. 466 & No. 27 in B-Flat Major, K. 595 (Live)" 0.318 0.0841 -25.525 0.0402 0.987 0.933 0.0922 92.406 578067 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3537" "LP" "Lost on You" "Lost on You" 0.433 0.724 -6.126 0.0372 0.1 0 0.0918 174.006 268105 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"3538" "Low Roar" "Burial Ground" "maybe tomorrow..." 0.322 0.112 -15.676 0.0346 0.96 0.73 0.461 74.913 142832 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3539" "Bandits Of The Acoustic Revolution" "Dear Sergio" "A Call to Arms" 0.692 0.772 -8.473 0.0363 0.121 0.00186 0.248 129.955 184720 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3540" "Dean Lewis" "Falling Up" "Falling Up" 0.654 0.756 -3.594 0.0534 0.648 0 0.0995 103.551 206948 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3541" "Nickelback" "Rockstar" "All the Right Reasons (Walmart Exclusive Edition)" 0.616 0.91 -3.004 0.0386 0.0459 0 0.343 144.072 252040 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3542" "Vulfpeck" "Tee Time" "Mr Finish Line" 0.578 0.889 -9.708 0.0348 0.000174 0.73 0.0984 140.986 169004 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3543" "Foals" "Looking High" "Crest of the Wave" 0.647 0.689 -4.823 0.0318 0.00023 0.325 0.0837 112.008 261371 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3544" "HoAß" "Fassl Voll Bier" "Fassl Voll Bier" 0.67 0.765 -4.094 0.0272 0.0577 0 0.338 129.967 162720 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3545" "Aldous Harding" "The Barrel" "Designer" 0.732 0.408 -8.475 0.036 0.747 0.000229 0.069 87.015 299440 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"3546" "Angus & Julia Stone" "For You" "Proof" 0.633 0.511 -5.665 0.0368 0.434 0 0.248 116.855 264481 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3547" "Ruckus Roboticus" "How To Handle Grown Ups" "Playing With Scratches" 0.824 0.806 -5.426 0.0449 0.00293 0.0304 0.0807 105.005 289200 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3548" "diveliner" "Gaslight!" "I Can't Sleep" 0.494 0.713 -7.956 0.0777 0.0443 5.54e-05 0.168 90.482 165500 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3549" "Three Days Grace" "Animal I Have Become" "One-X" 0.553 0.853 -3.668 0.0339 0.000684 0 0.126 122.023 231400 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3550" "RDGLDGRN" "Power Ups" "Red Gold Green LP" 0.58 0.85 -4.3 0.073 0.0102 0.00015 0.124 90.011 187027 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3551" "Ezra Furman" "Take Off Your Sunglasses" "Inside the Human Body" 0.487 0.774 -5.01 0.029 3.71e-05 0.00324 0.216 132.934 216347 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3552" "King Gizzard & The Lizard Wizard" "This Thing" "Fishing For Fishies" 0.549 0.534 -6.177 0.0696 0.0503 0.00148 0.307 74.953 239880 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3553" "Songs: Ohia" "Farewell Transmission" "Magnolia Electric Co. (Deluxe Edition)" 0.431 0.538 -8.147 0.0302 0.0909 0.0186 0.0817 148.105 442107 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3554" "Rayland Baxter" "Yellow Eyes" "Imaginary Man" 0.514 0.657 -8.683 0.0344 0.0939 0 0.103 77.003 230787 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3555" "The Score" "Glory" "Pressure" 0.564 0.613 -5.055 0.0318 0.111 3.22e-06 0.0825 84.951 166693 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3556" "AaRON" "U-Turn (Lili)" "Artificial Animals Riding on Neverland" 0.618 0.543 -7.181 0.0247 0.381 0.000269 0.103 75.033 230000 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3557" "Tiësto" "The Business" "The Business" 0.798 0.62 -7.079 0.232 0.414 0.0192 0.112 120.031 164000 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3558" "Zac Efron" "Rewrite The Stars" "The Greatest Showman (Original Motion Picture Soundtrack)" 0.684 0.619 -7.005 0.0386 0.0716 0 0.122 125.046 217440 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3559" "Mauvais Roger" "Le Bonheur" "Le Bonheur" 0.232 0.0612 -29.921 0.0395 0.985 0.944 0.11 135.159 179951 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3560" "Syntropy" "Binaural Cloud (Alpha 7 Hz)" "Binaural Cloud" 0.2 0.0916 -25.216 0.0417 0.959 0.97 0.109 80.235 178000 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3561" "79rs Gang" "Wrong Part of Town" "Wrong Part of Town" 0.786 0.648 -14.24 0.139 0.462 0.000106 0.112 113.023 214507 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3562" "Rainbow Kitten Surprise" "When It Lands - Live from Athens Georgia" "RKS! Live From Athens Georgia" 0.597 0.605 -10.208 0.102 0.402 9.68e-06 0.716 121.128 298823 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3563" "Massive Attack" "Wire - Leaping Dub" "Wire (Leaping Dub)" 0.684 0.572 -10.495 0.0343 0.0138 0.817 0.0809 103.88 320852 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3564" "Lou Reed" "New Sensations" "New Sensations" 0.775 0.554 -11.926 0.0405 0.193 0.00668 0.0743 133.21 344827 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3565" "Lee Fields & The Expressions" "Honey Dove" "My World" 0.487 0.497 -5.776 0.064 0.124 0.167 0.109 160.317 246573 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3566" "Run River North" "Spiders" "Creatures In Your Head" 0.663 0.435 -7.2 0.0278 0.0912 0 0.0539 92.016 198040 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3567" "Adele" "Make You Feel My Love" "19" 0.317 0.172 -10.636 0.0326 0.907 0.000383 0.105 65.18 212040 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3568" "The Dawdler" "Lava Lamps" "Sign of Growth" 0.461 0.262 -14.447 0.0354 0.876 0.933 0.0893 139.056 173733 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3569" "Funkadelic" "Maggot Brain" "Maggot Brain" 0.305 0.372 -15.089 0.0432 0.499 0.723 0.637 131.245 619264 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3570" "Klô Pelgag" "Les instants d’équilibres" "L'étoile thoracique" 0.622 0.461 -10.181 0.0653 0.549 0.000159 0.099 77.524 189976 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"3571" "Rise Against" "Faint Resemblance - Ghost Note Symphonies" "The Ghost Note Symphonies, Vol.1" 0.677 0.327 -9.445 0.0513 0.889 2.26e-06 0.0977 91.211 142892 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3572" "blink-182" "Feeling This" "blink-182" 0.411 0.962 -5.952 0.0917 0.103 0 0.529 173.143 172645 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3573" "Christopher Kwok" "Like a Ghost" "All These Countless Nights" 0.424 0.716 -4.523 0.0412 0.000427 0.128 0.0919 101.993 204689 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3574" "La Femme" "Lâcher de chevaux" "Paradigmes" 0.339 0.78 -8.159 0.0566 0.117 0.563 0.063 138.717 151760 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3575" "Red Hot Chili Peppers" "Around the World" "Californication (Deluxe Edition)" 0.504 0.96 -1.464 0.183 0.00417 0.569 0.0613 96.682 238733 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3576" "Chinese Man" "Ta bom" "Racing With the Sun" 0.73 0.755 -7.746 0.0397 0.546 0.0356 0.433 95.947 213080 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3577" "Milky Chance" "Down By The River" "Sadnecessary" 0.687 0.695 -7.954 0.0486 0.755 6.11e-05 0.109 114.029 241053 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"3578" "Arcade Fire" "Women Of A Certain Age" "Reflektor (Deluxe)" 0.654 0.614 -9.795 0.0305 0.116 0.00135 0.191 88.027 195968 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3579" "Jules Ahoi" "Denmark" "Echoes (Deluxe)" 0.694 0.723 -6.58 0.0826 0.084 0 0.195 86.949 210733 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3580" "Muse" "Supermassive Black Hole" "Supermassive Black Hole" 0.671 0.865 -5.735 0.0472 0.0435 0.00559 0.237 120.011 209333 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3581" "Loft Trio" "Dave’s Waltz" "Dave’s Waltz" 0.467 0.157 -19.59 0.0354 0.939 0.929 0.148 90.97 265173 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3582" "San Fermin" "Methuselah" "San Fermin" 0.491 0.203 -11.117 0.0266 0.851 0.0499 0.114 76.025 293720 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3583" "AC/DC" "Highway to Hell" "Highway to Hell" 0.574 0.913 -4.793 0.133 0.061 0.00158 0.156 115.728 208400 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3584" "Patrick Doyle" "Foreign Visitors Arrive" "Harry Potter And The Goblet Of Fire (Original Motion Picture Soundtrack)" 0.225 0.315 -12.908 0.0357 0.92 0.89 0.231 83.01 89387 5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3585" "Ole-Bjørn Talstad" "Lost Words" "Lost Words" 0.287 0.0245 -27.876 0.0364 0.994 0.908 0.105 154.272 151762 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3586" "The Calling" "Wherever You Will Go - Acoustic" "Camino Palmero" 0.584 0.592 -6.426 0.0257 0.305 0 0.0898 112.396 198666 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3587" "La Femme" "Mycose" "Mystère" 0.786 0.614 -8.195 0.0427 0.00313 0.626 0.0678 155.033 231787 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3588" "Rosie Carney" "Party Dress" "Party Dress" 0.479 0.24 -12.062 0.0336 0.906 0.000724 0.105 122.186 194943 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3589" "Barenaked Ladies" "Stomach vs. Heart" "Born on a Pirate Ship (Enhanced Edition)" 0.541 0.415 -11.557 0.0497 0.0521 0.000154 0.115 144.296 149266 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3590" "Eddie Henderson" "Inside You" "Heritage (Reissue)" 0.661 0.608 -9.516 0.0291 0.38 0.162 0.0823 87.174 292133 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3591" "AJR" "100 Bad Days" "Neotheater" 0.626 0.639 -5.62 0.085 0.0465 0 0.246 144.009 210992 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3592" "The Thorns" "Among The Living" "The Thorns" 0.508 0.581 -4.921 0.0254 0.128 0 0.147 76.08 248506 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3593" "Adele" "Make You Feel My Love (album)" "Make You Feel My Love" 0.552 0.173 -10.576 0.0292 0.907 0.000401 0.105 76.97 212040 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3594" "50 Cent" "Candy Shop" "The Massacre" 0.609 0.588 -7.992 0.481 0.0305 0.000142 0.369 128.763 208533 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3595" "Jessie Murph" "I Would've" "I Would've" 0.601 0.264 -9.559 0.0573 0.401 4.86e-05 0.173 149.926 150583 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3596" "José González" "Stay Alive" "Stay Alive (From The Secret Life Of Walter Mitty)" 0.714 0.306 -12.111 0.0388 0.726 0.168 0.0924 129.984 266907 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3597" "Jessie J" "Man With The Bag" "This Christmas Day" 0.626 0.676 -3.178 0.0739 0.608 0 0.493 140.677 163560 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3598" "Cascada" "Unspoken" "Unspoken (MUZZ and Oliverse remix)" 0.491 0.949 -1.527 0.0704 0.0011 0.00143 0.409 174.06 187590 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3599" "Hans Zimmer" "King of Pride Rock - From \"The Lion King\"/Score" "The Lion King" 0.124 0.135 -22.798 0.0377 0.726 0.529 0.104 91.883 359053 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3600" "Kevin Reilly" "Appalachian Moon" "As You Are (Original Motion Picture Score)" 0.499 0.0583 -21.417 0.0392 0.804 0.0239 0.138 141.906 192105 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3601" "Parquet Courts" "Wide Awake" "Wide Awake!" 0.846 0.933 -3.967 0.0364 0.109 0.474 0.0698 122.061 158907 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3602" "Taylor Swift" "Back To December" "Speak Now" 0.517 0.606 -5.797 0.0289 0.0202 0 0.324 141.929 293040 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3603" "XLD Library" "Gamma 120 Hz - L 170 Hz - R" "Gamma Brainwaves High Level Information" 0.158 0.039 -26.082 0.0616 0.892 0.54 0.107 136.888 214511 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3604" "isaac gracie" "reverie" "isaac gracie (extended edition)" 0.218 0.243 -11.173 0.0299 0.842 0.768 0.109 155.306 343249 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3605" "SYML" "Fear of the Water" "Hurt for Me" 0.46 0.208 -17.635 0.0302 0.954 0.882 0.118 93.031 245813 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"3606" "Rupert Gregson-Williams" "Pain, Loss & Love" "Wonder Woman (Original Motion Picture Soundtrack)" 0.0841 0.0287 -25.508 0.0438 0.868 0.819 0.0795 84.548 327693 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3607" "Flight of the Conchords" "Sugalumps" "I Told You I Was Freaky" 0.896 0.589 -8.053 0.134 0.0251 3.64e-05 0.135 110.981 131760 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3608" "Huntertones" "Pontiac" "Pontiac" 0.591 0.56 -7.628 0.0573 0.44 0.932 0.344 149.608 224733 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3609" "Billie Eilish" "Male Fantasy" "Mega Hits Pride 2022" 0.692 0.286 -10.398 0.0426 0.863 0 0.0934 111.025 194887 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3610" "Austin Plaine" "The Hell If I Go Home" "Austin Plaine" 0.411 0.371 -11.896 0.0319 0.724 1.68e-06 0.104 91.604 223920 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3611" "J.J. Cale" "After Midnight" "Naturally" 0.694 0.306 -19.315 0.0353 0.171 0.0736 0.0866 95.989 143693 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3612" "War" "Low Rider" "Why Can't We Be Friends?" 0.812 0.644 -10.761 0.0493 0.0877 0.785 0.0563 140.075 190827 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3613" "Dafuniks" "Soul Searching" "Past Present Future..." 0.805 0.687 -6.263 0.185 0.199 3.54e-06 0.147 85.097 227342 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3614" "Sam Smith" "The Lighthouse Keeper" "The Lighthouse Keeper" 0.394 0.17 -10.368 0.0451 0.889 0 0.105 130.721 247493 3 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"3615" "Ed Sheeran" "Supermarket Flowers" "÷ (Deluxe)" 0.589 0.242 -10.517 0.0442 0.914 0 0.0887 89.749 221106 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3616" "Oum Shatt" "Hot Hot Cold Cold" "Oum Shatt" 0.728 0.798 -6.213 0.0324 0.058 0.0612 0.0587 128.998 231667 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3617" "Herbie Mann" "Comin' Home Baby" "Atlantic Jazz: Soul" 0.651 0.143 -22.617 0.0531 0.752 0.421 0.138 78.792 519600 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3618" "Red Hot Chilli Pipers" "Leave a Light On (feat. Tom Walker)" "Leave a Light On (feat. Tom Walker)" 0.489 0.488 -6.131 0.0315 0.554 0 0.121 132.78 224015 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3619" "Pomplamoose" "Pumped Up Kid A Mashup: Pumped Up Kicks / Everything in Its Right Place" "Pumped Up Kid A Mashup: Pumped Up Kicks / Everything in Its Right Place" 0.715 0.805 -4.581 0.042 0.364 2.84e-05 0.0743 127.958 206719 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3620" "First Aid Kit" "Fireworks" "Ruins" 0.503 0.482 -7.173 0.0247 0.595 1.37e-06 0.108 92.567 254547 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3621" "Roberta Loki" "You're All I Want For Christmas" "You're All I Want For Christmas" 0.608 0.206 -11.647 0.0282 0.916 0.000181 0.112 95.026 144000 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3622" "Kiara Leonard" "Mother of Pearl" "Stranded" 0.452 0.875 -7.548 0.06 0.0362 0.000421 0.21 101.081 412533 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3623" "Solomon Grey" "Clouds - Theme" "The Last Post (Music From The Original TV Series)" 0.0634 0.138 -16.709 0.0381 0.507 0.901 0.0748 70.016 116452 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3624" "Aukai" "Cloudline (Parra for Cuva Reimagination)" "Cloudline (Parra for Cuva Reimagination)" 0.593 0.588 -8.76 0.0396 0.653 0.895 0.144 120.017 296981 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"3625" "Dermot Kennedy" "Better Days - Acoustic" "Better Days" 0.636 0.439 -7.849 0.0284 0.853 0 0.129 100.082 186871 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3626" "Bilderbuch" "Bungalow" "Magic Life" 0.711 0.832 -5.519 0.131 0.0336 0.00119 0.145 91.155 222688 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"3627" "Gil Scott-Heron" "The Revolution Will Not Be Televised" "Pieces of a Man" 0.56 0.767 -9.825 0.191 0.51 0 0.103 180.641 187347 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3628" "Dermot Kennedy" "The Killer Was a Coward" "Without Fear (The Complete Edition)" 0.657 0.661 -9.338 0.0533 0.465 0.000384 0.3 99.947 260147 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3629" "Eliza and the Bear" "It Gets Cold - Acoustic" "Light It Up" 0.641 0.323 -9.023 0.0295 0.822 3.76e-06 0.0947 109.969 194107 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3630" "Ashnikko" "L8r Boi" "DEMIDEVIL" 0.789 0.83 -4.297 0.223 0.0767 0 0.266 144.816 143921 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3631" "Bill Withers" "Lean on Me" "Still Bill" 0.619 0.22 -13.843 0.0672 0.782 1.19e-05 0.124 75.143 258834 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3632" "AEX8" "Healing Alpha Sinus 106Hz - 113Hz" "Sound Bath" 0.176 0.149 -27.705 0.0532 0.095 0.846 0.111 125.054 218656 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3633" "Idina Menzel" "Baby It's Cold Outside (duet with Michael Bublé)" "Holiday Wishes" 0.553 0.476 -8.869 0.0649 0.647 0 0.281 113.401 166147 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3634" "Yellow House" "Love in the Time of Socialism" "A Carnival of Fears" 0.244 0.259 -9.591 0.035 0.915 0 0.158 76.973 251185 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3635" "Raspberries" "Go All The Way" "Raspberries" 0.305 0.849 -4.892 0.0999 0.548 0.000134 0.0995 134.287 205347 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3636" "Dermot Kennedy" "Better Days (feat. EARTHGANG)" "Better Days (feat. EARTHGANG)" 0.47 0.712 -6.233 0.267 0.28 0 0.0623 97.267 217421 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3637" "Matt Hansen" "without you with me" "without you with me" 0.475 0.476 -5.954 0.0283 0.833 0 0.0982 147.042 174828 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3638" "Mission Venus" "Delta Sinus 100Hz - 103Hz" "Natural Healing" 0.0597 0.00199 -32.718 0.0495 0.922 0.98 0.111 60.063 129934 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3639" "Tom Odell" "over you yet" "monsters" 0.868 0.582 -4.948 0.0713 0.423 0.00791 0.105 109.998 218289 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3640" "Aukai" "Oars" "Branches of Sun" 0.605 0.341 -19.28 0.043 0.884 0.914 0.109 100.05 245868 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3641" "Bandits Of The Acoustic Revolution" "They Provide the Paint for the Picture-Perfect Masterpiece That You Will Paint on the Insides of Your Eyelids" "A Call to Arms" 0.657 0.682 -10.282 0.0749 0.288 0.00165 0.0882 114.815 219840 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3642" "Ásgeir" "The Sky Is Painted Gray Today" "The Sky Is Painted Gray Today" 0.522 0.192 -15.844 0.0337 0.897 0.000936 0.109 133.47 221682 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3643" "MARO" "Still Feel It All" "it's OK" 0.488 0.141 -16.96 0.035 0.949 0.00153 0.0929 105.01 201273 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3644" "Jordan Klassen" "No Salesman" "Javelin" 0.352 0.455 -9.077 0.0282 0.8 0.88 0.106 98.298 289973 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3645" "Vulfpeck" "Newsbeat" "Fugue State" 0.699 0.655 -10.437 0.116 0.33 0.854 0.112 174.309 209813 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3646" "Two Door Cinema Club" "Satellite - Karma Kid Remix" "Satellite / What You Know (Karma Kid / Lau.ra Remixes)" 0.729 0.684 -6.068 0.0343 0.015 0.779 0.201 130.991 194563 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3647" "The Lumineers" "BIG SHOT" "BRIGHTSIDE" 0.626 0.35 -7.03 0.0299 0.726 0 0.0975 72.522 181040 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"3648" "The Paradise Bangkok Molam International Band" "ลำสั้นดิสโก้" "21st Century Molam" 0.566 0.757 -8.545 0.0286 0.00482 0.801 0.172 127.168 272646 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3649" "Eliza Doolittle" "Pack Up" "Eliza Doolittle" 0.672 0.809 -5.704 0.0595 0.325 0 0.336 133.036 191026 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3650" "Toubab Krewe" "Hang Tan" "Toubab Krewe" 0.549 0.726 -7.213 0.0392 0.126 0.481 0.0968 110.676 331120 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3651" "JON" "Looking Back" "Looking Back" 0.341 0.0573 -26.771 0.0412 0.992 0.899 0.121 112.874 170292 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3652" "Beirut" "Scenic World" "Artifacts" 0.189 0.626 -5.367 0.0332 0.619 0.0245 0.577 76.563 171600 4 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"3653" "MEDUZA" "Tell It To My Heart (feat. Hozier) - Ivan Gough & JYYE Remix" "Tell It To My Heart (Ivan Gough & JYYE Remix)" 0.681 0.843 -7.031 0.0641 0.00798 0.016 0.0795 123.974 141851 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3654" "Sub Focus" "Airplane (Culture Shock Remix)" "Airplane (Culture Shock Remix)" 0.458 0.996 -0.587 0.0656 0.00445 0.886 0.169 173.986 264828 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3655" "Low" "There's a Comma After Still" "HEY WHAT" 0.337 0.695 -10.825 0.449 0.717 0.96 0.113 124.042 111797 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3656" "Barenaked Ladies" "If I Had $1,000,000" "Gordon" 0.644 0.433 -14.016 0.113 0.378 0 0.101 80.161 266733 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3657" "Chase & Status" "Count On Me" "Brand New Machine (Deluxe Version)" 0.665 0.901 -4.193 0.0362 0.104 6.55e-05 0.358 129.954 213307 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3658" "Red Hot Chili Peppers" "If You Want Me To Stay - Remastered" "Freaky Styley" 0.829 0.791 -5.802 0.0709 0.0728 0.0582 0.0676 100.477 247333 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3659" "Sumbuck" "Weekend" "We Get By" 0.658 0.72 -6.049 0.125 0.23 0 0.106 146.857 196987 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3660" "KAFFKIEZ" "Du Sagst" "Du Sagst" 0.652 0.566 -6.865 0.0358 0.179 0.000423 0.109 126.219 198373 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
