Artist,Track,Album,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,tempo,length,time_signature,A,B,C,D,AnB,AnC,AnD,BnC,BnD,CnD,AnBnC,AnBnD,AnCnD,BnCnD,AnBnCnD
Sjowgren,Now & Then,Now & Then,0.543,0.549,-6.497,0.0306,0.149,0.082,0.114,80.079,205893,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Binaural Beats Deep Sleep,3.2 Hz Delta Brain Waves,Binaural Beats: Sleep Alpha Music,0.167,0.000793,-37.844,0.0634,0.989,0.915,0.114,119.158,115000,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Drone,"Total - Alpha Sinus 65,4hz - 68,5 hz",Healing Alpha Sinus,0.551,0.00277,-37.773,0.133,0.992,0.973,0.113,140.189,232823,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cotton Jones,Gotta Cheer Up,Paranoid Cocoon,0.523,0.631,-7.496,0.0262,0.398,0.000145,0.123,105.135,192613,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ABBA,SOS,ABBA Gold,0.393,0.719,-4.773,0.0279,0.0629,0.00432,0.219,124.353,201360,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Novo Amor,From Gold,"Woodgate, NY",0.392,0.433,-13.313,0.0364,0.92,0.646,0.0937,100.253,214336,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Karmawin,Dusty Memories,Crossway,0.723,0.399,-12.807,0.0341,0.23,0.865,0.0949,92.979,228000,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weird inside,Cycles,Cycles,0.312,0.0129,-29.504,0.0431,0.977,0.956,0.108,66.659,198490,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Fender,Long Way Off,Seventeen Going Under (Deluxe),0.45,0.817,-4.13,0.0299,0.012,0.0,0.382,163.977,229693,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Frightened Rabbit,Swim Until You Can't See Land,The Winter of Mixed Drinks,0.32,0.875,-4.321,0.0368,0.0438,0.0,0.116,80.852,259279,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Suicide Machines,Give,Planet Pit (Deluxe Version),0.671,0.939,-3.206,0.161,0.191,0.0,0.298,129.024,252307,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Barenaked Ladies,Odds Are - Acoustic,Grinning Streak (Deluxe Version),0.62,0.831,-5.906,0.151,0.0435,6.47e-06,0.0917,97.133,185794,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Galactic,Float up (feat. Anjelika Jelly Joseph),Float up (feat. Anjelika Jelly Joseph),0.797,0.864,-4.236,0.125,0.0876,0.0002,0.148,99.01,179285,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Stoop Kids,Padiddle,Already Out of Time,0.548,0.902,-3.85,0.076,0.165,0.000198,0.358,91.101,237162,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRX,Broken Bones,New Skin,0.352,0.571,-3.801,0.0441,3e-05,0.00885,0.125,99.202,211373,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broken Social Scene,Anthems For A Seventeen Year-Old Girl,You Forgot It In People,0.466,0.446,-9.415,0.0322,0.229,0.0168,0.125,80.154,275693,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cayucas,Winter of '98,Real Life,0.75,0.709,-5.841,0.0391,0.31,2.21e-06,0.235,120.072,222613,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brick + Mortar,Brighter Than the Sun,Dropped,0.463,0.912,-5.008,0.24,0.0702,0.0153,0.136,165.07,196286,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parcels,IknowhowIfeel,Parcels,0.856,0.511,-10.413,0.0365,0.386,0.0334,0.0985,114.985,327399,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heart,Alone - Remastered,Greatest Hits 1985-1995,0.407,0.621,-6.371,0.0337,0.732,0.00192,0.0901,175.387,219293,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerry Cinnamon,Sun Queen,The Bonny,0.652,0.799,-8.563,0.0288,0.36,0.000993,0.0806,127.997,247250,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Space Echo,Rainbow Power,Rare Function EP,0.888,0.767,-7.508,0.0393,0.0041,0.469,0.0424,119.002,402616,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rupert Holmes,Escape (The Pina Colada Song),Partners In Crime,0.836,0.509,-13.668,0.0548,0.467,4.1e-06,0.0436,138.714,276493,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Brad Goodall,Casa De Mel,Casa De Mel,0.716,0.485,-10.527,0.0374,0.356,0.216,0.0722,152.014,261414,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Tall Heights,Flyin' Overhead,Juniors,0.492,0.695,-9.185,0.0323,0.132,7.12e-05,0.137,134.031,291239,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FINNEAS,Let's Fall in Love for the Night (1964),Blood Harmony (Deluxe),0.422,0.15,-12.81,0.0636,0.984,8.25e-06,0.123,91.566,237033,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Ben Monteith,Breaking,Safe,0.69,0.787,-6.288,0.0344,0.393,0.0,0.133,114.0,248420,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Head And The Heart,Let's Be Still,Let's Be Still,0.64,0.412,-10.728,0.0278,0.679,0.00357,0.106,131.245,268346,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Haley Heynderickx,Oom Sha La La,I Need to Start a Garden,0.538,0.417,-9.176,0.0361,0.275,0.0,0.206,115.422,177340,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Cars,Drive,Heartbeat City,0.582,0.606,-9.961,0.0289,0.124,0.00139,0.151,111.441,234493,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
anaïs,Psychopath,Psychopath,0.785,0.427,-10.248,0.0476,0.188,5.06e-06,0.3,96.973,192990,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Billy Joel,Uptown Girl,An Innocent Man,0.701,0.944,-2.986,0.0455,0.0755,0.0,0.601,128.993,197707,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Mighty Mighty Bosstones,M O V E,When God Was Great,0.606,0.867,-4.702,0.0381,0.0145,0.0,0.259,150.008,197482,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Beach Boys,Let's Go Away For A While - Mono / Remastered,Pet Sounds (Original Mono & Stereo Mix Versions),0.279,0.31,-13.113,0.0253,0.254,0.806,0.101,87.872,141227,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Giacchino,"Peter Parker Picked a Perilously Precarious Profession - from ""Spider-Man: No Way Home"" Soundtrack",Spider-Man: No Way Home (Original Motion Picture Soundtrack),0.291,0.0304,-16.878,0.0322,0.729,0.813,0.0735,60.185,91680,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stavroz,Robot Street Musicians,Playground Party,0.712,0.682,-9.317,0.0411,0.0661,0.622,0.223,119.985,482000,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
First Aid Kit,Fireworks - Recorded at Spotify Studios Stockholm,Spotify Singles,0.256,0.258,-9.137,0.0322,0.228,1.15e-05,0.172,173.688,277040,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
George Benson,The Greatest Love of All - 2015 GH Version,The Ultimate Collection,0.397,0.26,-14.448,0.0304,0.504,1.34e-06,0.105,113.573,212266,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
The Riverside,Hello Sunshine,Western Stars,0.546,0.438,-10.29,0.032,0.438,0.0443,0.192,120.022,234240,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Razz,Talking For Hours,Talking For Hours,0.533,0.843,-7.583,0.0539,0.0438,0.00151,0.245,151.845,209482,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Lumineers,Big Parade,The Lumineers (Deluxe Edition),0.816,0.629,-13.253,0.0487,0.401,0.00328,0.188,121.999,327733,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klô Pelgag,J’arrive en retard,Woah (Extrait du projet 93 Empire),0.935,0.777,-4.748,0.386,0.211,0.0,0.647,124.001,250595,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cara Rose,Ain't No Use,Ain't No Use,0.616,0.399,-9.675,0.0855,0.83,1.08e-06,0.132,93.442,168373,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Various Artists,Rosyln,The Twilight Saga: New Moon (Original Motion Picture Soundtrack),0.329,0.277,-13.111,0.0302,0.971,0.024,0.0971,159.719,289560,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sigur Rós,Starálfur,Ágætis byrjun,0.184,0.423,-9.335,0.0399,0.496,0.901,0.201,137.74,406573,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lionel Richie,All Night Long (All Night),Can't Slow Down (Deluxe Edition),0.716,0.556,-13.917,0.0406,0.111,0.0076,0.0422,108.828,383440,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyo,Ton mec,Dans la peau,0.754,0.511,-7.433,0.0383,0.0314,2.2e-05,0.238,104.003,180853,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ayla Nereo,O Come Ye - Nomadic Remix,O Come Ye (Nomadic Remix),0.496,0.593,-7.734,0.0336,0.0497,0.0464,0.136,68.501,178000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simone Sommerland,Lasst uns froh und munter sein,Die 30 besten Weihnachts- Und Winterlieder,0.893,0.645,-4.566,0.0429,0.306,0.0,0.116,148.033,101080,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cory Wong,Thriller,Turbo,0.709,0.744,-7.864,0.041,0.048,0.0142,0.035,98.315,290382,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin Carolan,The Land of the Rus,The Northman (Original Motion Picture Soundtrack),0.646,0.7,-11.016,0.0323,0.238,0.914,0.0977,87.031,102375,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Withers,Lovely Day,Menagerie,0.692,0.651,-8.267,0.0324,0.292,0.00241,0.105,97.923,254560,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leah Kate,10 Things I Hate About You,10 Things I Hate About You,0.544,0.786,-2.97,0.0501,0.00991,0.0,0.169,153.967,157138,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The 1975,Sincerity Is Scary,A Brief Inquiry Into Online Relationships,0.664,0.524,-5.178,0.0283,0.0495,8.18e-06,0.075,91.027,225955,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021 Wrapped,Shouse,Love Tonight (David Guetta Remix),0.621,0.989,-4.225,0.0434,0.015,0.357,0.184,126.002,158095,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bonaparte,Keine Zukunft III,Keine Zukunft,0.79,0.673,-8.351,0.0786,0.219,0.614,0.102,114.027,199769,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theo Katzman,Plain Jane Heroin,Heartbreak Hits,0.362,0.295,-10.208,0.118,0.697,8.42e-05,0.0976,88.29,275578,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dolly Parton,9 to 5,9 To 5 And Odd Jobs,0.554,0.783,-5.852,0.0457,0.416,1.54e-06,0.631,105.39,162466,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson Sisters,I Believe In Miracles - Extended Version,The Collection,0.673,0.827,-11.697,0.0485,0.071,0.0,0.44,107.781,292227,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Black Eyed Peas,Meet Me Halfway,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],0.798,0.629,-6.857,0.0735,0.00474,2.17e-05,0.324,130.0,284373,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rihanna,Umbrella,Good Girl Gone Bad: Reloaded,0.583,0.829,-4.603,0.134,0.00864,0.0,0.0426,174.028,275987,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia,Heat Of The Moment,Asia,0.323,0.839,-7.35,0.0503,0.315,0.000313,0.348,136.232,227627,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Avalanches,Frontier Psychiatrist,Since I Left You,0.712,0.902,-7.426,0.355,0.114,0.000216,0.394,98.938,287693,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon & Garfunkel,Bridge Over Troubled Water,Bridge Over Troubled Water,0.149,0.206,-13.888,0.0323,0.822,0.000649,0.115,79.764,293120,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
for KING & COUNTRY,Little Drummer Boy,A Drummer Boy Christmas,0.564,0.563,-7.976,0.0259,0.00379,0.0358,0.0763,104.031,288046,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Our Last Night,HELL TO HAVE YOU,HELL TO HAVE YOU,0.412,0.92,-3.434,0.134,0.000997,0.0,0.558,135.031,173666,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Leon Bridges,Like a Ship,Like a Ship,0.313,0.846,-7.109,0.139,0.0179,0.127,0.18,174.074,353507,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blond,Book,After Walk Sleeping Dogs,0.127,0.249,-14.778,0.0397,0.946,0.966,0.133,70.954,136562,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dekker,Back and Forth,Back & Forth (Acoustic),0.563,0.308,-7.237,0.0285,0.859,0.0,0.0637,58.825,189185,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheap Trick,I Want You To Want Me,Cheap Trick/In Color/Heaven Tonight (3 Pak),0.806,0.462,-12.778,0.0298,0.78,0.0134,0.15,92.726,191226,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
X Ambassadors,Low Life,VHS 2.0,0.454,0.595,-4.844,0.0803,0.0426,0.0,0.11,139.502,280813,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Jolly Rogers,One More Day,Shanty Time,0.594,0.67,-2.015,0.0434,0.787,0.0,0.0673,96.199,145933,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
My Morning Jacket,Only Memories Remain,The Waterfall,0.576,0.383,-10.095,0.0266,0.145,0.0938,0.167,132.497,429858,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ampinomene,Gamma Sinus 300 Hz - 350 Hz,Ampinomene,0.133,0.00395,-36.48,0.0647,0.995,0.94,0.113,143.252,187989,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Arcade Fire,In the Backseat,Funeral,0.328,0.546,-10.031,0.032,0.457,0.0565,0.0725,169.975,380213,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Lee Fields & The Expressions,Wish You Were Here (Instrumental),Faithful Man (Instrumentals),0.352,0.502,-8.477,0.0277,0.0187,0.883,0.185,177.921,251427,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Band of Horses,The Funeral,Everything All The Time,0.318,0.76,-6.115,0.0435,0.016,0.0,0.102,122.414,322173,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bronze Radio Return,"Shake, Shake, Shake",Shake! Shake! Shake!,0.727,0.678,-5.136,0.0626,0.0807,0.000564,0.115,119.957,163236,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Tom Misch,Lost in Paris,Geography,0.788,0.711,-7.811,0.0597,0.364,2.07e-05,0.0838,104.149,194023,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Pierce Brothers,Trip Lovers,Atlas Shoulders,0.606,0.711,-7.973,0.0413,0.0813,1.28e-05,0.292,118.082,196199,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Milky Chance,La Noche De Anoche,Trip Tape,0.785,0.503,-10.472,0.0811,0.238,0.49,0.134,143.037,218939,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Circa Waves,Fire That Burns - Acoustic,Fire That Burns (Acoustic),0.348,0.496,-9.495,0.0373,0.831,0.00768,0.26,160.353,214760,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Liedfett,W0 IST D1 SEELE,W0 IST D1 SEELE,0.764,0.47,-10.824,0.183,0.311,0.0,0.0896,96.065,173625,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gloria Estefan,Think About You Now,Cuts Both Ways,0.565,0.352,-14.378,0.038,0.45,0.0,0.0682,151.304,259133,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Commodores,Three Times A Lady,All The Great Love Songs,0.395,0.0784,-20.88,0.0301,0.885,0.000682,0.143,152.135,217533,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
X Ambassadors,Superpower,VHS 2.0,0.649,0.978,-3.535,0.0864,0.0108,0.184,0.269,105.466,192200,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grabbitz,Information Overload,Information Overload,0.674,0.609,-6.64,0.0445,0.0229,4.2e-05,0.106,99.939,221642,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Próxima Parada,Better Now,Big Seven,0.657,0.316,-7.802,0.0325,0.753,0.0068,0.0977,74.349,262120,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lana Del Rey,If You Lie Down With Me,Blue Banisters,0.641,0.346,-9.508,0.036,0.913,3.99e-05,0.104,122.101,265187,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ViVii,Savant,ViVii,0.479,0.744,-8.599,0.0465,0.597,0.396,0.0932,145.993,318133,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electric Guest,Awake,Sigh No More,0.264,0.466,-10.057,0.0364,0.0526,0.027,0.0894,86.25,255840,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vance Joy,Riptide,Dream Your Life Away,0.484,0.731,-6.694,0.0379,0.431,0.0,0.151,101.654,204280,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brick + Mortar,Locked In A Cage,Bangs,0.555,0.843,-5.383,0.0465,0.0454,0.017,0.347,82.974,196840,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naeleck,All My Heroes - Radio Edit,All My Heroes,0.609,0.668,-4.515,0.0308,0.287,0.0104,0.0974,82.975,228434,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vulfpeck,Conscious Club,The Beautiful Game,0.66,0.804,-7.618,0.117,0.202,0.0139,0.108,125.842,200177,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Gregson-Williams,Fairytale,Shrek (Original Motion Picture Score),0.0877,0.163,-18.769,0.0362,0.722,0.501,0.463,83.13,86693,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shakey Graves,Late July - Audiotree Live Version,Shakey Graves on Audiotree Live (2013),0.501,0.458,-10.32,0.0944,0.229,2.67e-06,0.19,125.637,363143,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAMAMOO,Dingga,Dingga,0.772,0.925,-2.788,0.108,0.0549,0.0,0.201,119.963,179080,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plain White T's,Hey There Delilah,All That We Needed,0.658,0.296,-10.584,0.0293,0.872,0.0,0.114,103.975,232813,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The 1975,Lostmyhead,"I like it when you sleep, for you are so beautiful yet so unaware of it",0.341,0.671,-7.481,0.0391,0.241,0.863,0.112,110.614,319407,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klô Pelgag,Insomnie,Brol La Suite,0.496,0.339,-10.512,0.0426,0.65,4.94e-05,0.0945,59.706,212733,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Barenaked Ladies,Smile - Acoustic,Grinning Streak (Deluxe Version),0.637,0.505,-7.332,0.0406,0.268,6.69e-06,0.11,80.383,155773,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Skillet,Awake and Alive,Awake,0.434,0.939,-2.983,0.0593,0.0425,0.0,0.491,159.932,209493,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imagine Dragons,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",Origins (Deluxe),0.634,0.662,-7.543,0.0325,0.000479,0.00142,0.111,90.011,210933,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
